# kapture format: 1.0
# sensor_id, name, sensor_type, [sensor_params]+
testing_light_1_occlusion_1_frame_0, , camera, PINHOLE, 1920, 1080, 1339.994, 1339.994, 959.5, 539.5
testing_light_1_occlusion_1_frame_463, , camera, PINHOLE, 1920, 1080, 817.9101, 817.9101, 959.5, 539.5
testing_light_1_occlusion_1_frame_464, , camera, PINHOLE, 1920, 1080, 1030.276, 1030.276, 959.5, 539.5
testing_light_1_occlusion_1_frame_465, , camera, PINHOLE, 1920, 1080, 802.1428, 802.1428, 959.5, 539.5
testing_light_1_occlusion_1_frame_466, , camera, PINHOLE, 1920, 1080, 1846.235, 1846.235, 959.5, 539.5
testing_light_1_occlusion_1_frame_467, , camera, PINHOLE, 1920, 1080, 1154.795, 1154.795, 959.5, 539.5
testing_light_1_occlusion_1_frame_468, , camera, PINHOLE, 1920, 1080, 1045.814, 1045.814, 959.5, 539.5
testing_light_1_occlusion_1_frame_469, , camera, PINHOLE, 1920, 1080, 1632.177, 1632.177, 959.5, 539.5
testing_light_1_occlusion_1_frame_470, , camera, PINHOLE, 1920, 1080, 1809.331, 1809.331, 959.5, 539.5
testing_light_1_occlusion_1_frame_471, , camera, PINHOLE, 1920, 1080, 1047.54, 1047.54, 959.5, 539.5
testing_light_1_occlusion_1_frame_472, , camera, PINHOLE, 1920, 1080, 1115.148, 1115.148, 959.5, 539.5
testing_light_1_occlusion_1_frame_473, , camera, PINHOLE, 1920, 1080, 988.6801, 988.6801, 959.5, 539.5
testing_light_1_occlusion_1_frame_474, , camera, PINHOLE, 1920, 1080, 1466.943, 1466.943, 959.5, 539.5
testing_light_1_occlusion_1_frame_475, , camera, PINHOLE, 1920, 1080, 1339.828, 1339.828, 959.5, 539.5
testing_light_1_occlusion_1_frame_476, , camera, PINHOLE, 1920, 1080, 1674.774, 1674.774, 959.5, 539.5
testing_light_1_occlusion_1_frame_477, , camera, PINHOLE, 1920, 1080, 967.5735, 967.5735, 959.5, 539.5
testing_light_1_occlusion_1_frame_478, , camera, PINHOLE, 1920, 1080, 810.9739, 810.9739, 959.5, 539.5
testing_light_1_occlusion_1_frame_479, , camera, PINHOLE, 1920, 1080, 842.6184, 842.6184, 959.5, 539.5
testing_light_1_occlusion_1_frame_480, , camera, PINHOLE, 1920, 1080, 1552.226, 1552.226, 959.5, 539.5
testing_light_1_occlusion_1_frame_481, , camera, PINHOLE, 1920, 1080, 1348.513, 1348.513, 959.5, 539.5
testing_light_1_occlusion_1_frame_482, , camera, PINHOLE, 1920, 1080, 1494.336, 1494.336, 959.5, 539.5
testing_light_1_occlusion_1_frame_483, , camera, PINHOLE, 1920, 1080, 1019.411, 1019.411, 959.5, 539.5
testing_light_1_occlusion_1_frame_484, , camera, PINHOLE, 1920, 1080, 1372.797, 1372.797, 959.5, 539.5
testing_light_1_occlusion_1_frame_485, , camera, PINHOLE, 1920, 1080, 1064.277, 1064.277, 959.5, 539.5
testing_light_1_occlusion_1_frame_486, , camera, PINHOLE, 1920, 1080, 1474.447, 1474.447, 959.5, 539.5
testing_light_1_occlusion_1_frame_487, , camera, PINHOLE, 1920, 1080, 1975.308, 1975.308, 959.5, 539.5
testing_light_1_occlusion_1_frame_488, , camera, PINHOLE, 1920, 1080, 1954.404, 1954.404, 959.5, 539.5
testing_light_1_occlusion_1_frame_489, , camera, PINHOLE, 1920, 1080, 977.7908, 977.7908, 959.5, 539.5
testing_light_1_occlusion_1_frame_490, , camera, PINHOLE, 1920, 1080, 1279.372, 1279.372, 959.5, 539.5
testing_light_1_occlusion_1_frame_491, , camera, PINHOLE, 1920, 1080, 1259.807, 1259.807, 959.5, 539.5
testing_light_1_occlusion_1_frame_492, , camera, PINHOLE, 1920, 1080, 772.2004, 772.2004, 959.5, 539.5
testing_light_1_occlusion_1_frame_493, , camera, PINHOLE, 1920, 1080, 1804.421, 1804.421, 959.5, 539.5
testing_light_1_occlusion_1_frame_494, , camera, PINHOLE, 1920, 1080, 945.1293, 945.1293, 959.5, 539.5
testing_light_1_occlusion_1_frame_495, , camera, PINHOLE, 1920, 1080, 1930.853, 1930.853, 959.5, 539.5
